,emp_title,annual_income,homeownership
5614,senior assistant manager ,25252.0,OWN
5615,regional sales manager,51000.0,RENT
5616,owner,50000.0,MORTGAGE
5618,partner,150000.0,RENT
5619,director of marketing,115000.0,RENT
5620,sales,104000.0,MORTGAGE
5621,forge fabrucator,63000.0,OWN
5622,chef,40000.0,RENT
5623,asst teacher,35000.0,RENT
5624,driver,94000.0,RENT
5625,chief operations officer,135000.0,MORTGAGE
5626,customer service rep,30000.0,RENT
5628,assistant store manager,57000.0,MORTGAGE
5629,registered nurse / director of nursing,72000.0,OWN
5630,owner ,100000.0,OWN
5631,senior loan officer,550000.0,RENT
5633,operations manager,62400.0,RENT
5634,sandwich maker,12000.0,RENT
5635,title clerk,42996.0,MORTGAGE
5636,owner ,180000.0,MORTGAGE
5637,coordinator of fire services,60000.0,MORTGAGE
5638,logistics ,70000.0,RENT
5639,teacher,49343.0,MORTGAGE
5640,regional manager,135000.0,RENT
5641,welder,50220.0,MORTGAGE
5642,sales,77000.0,RENT
5643,technician,50000.0,RENT
5645,director of finance,137500.0,RENT
5646,parts counter,42000.0,MORTGAGE
5647,engineer,100000.0,OWN
5648,talent development consultant,106300.0,MORTGAGE
5649,hs teacher/ college professor,50000.0,MORTGAGE
5650,cashier,29982.0,RENT
5651,corrections officer,50000.0,RENT
5652,warehouse associate ,75000.0,MORTGAGE
5653,fire captain,120000.0,MORTGAGE
5654,engineer,100000.0,MORTGAGE
5655,electrician,66872.0,MORTGAGE
5656,mechanic,75000.0,OWN
5658,director,125000.0,OWN
5659,security officer,55000.0,RENT
5660,driver,56000.0,RENT
5661,dispatch manager,49000.0,MORTGAGE
5662,office manager,41000.0,RENT
5663,corrections officer ,44000.0,RENT
5664,register nurse,80000.0,MORTGAGE
5665,rental navigator,80000.0,MORTGAGE
5666,apprentice lineman,54000.0,RENT
5667,sales and marketing manager,43200.0,RENT
5668,department executive one,80000.0,MORTGAGE
5669,kitchen ,20000.0,RENT
5670,civil servant,57000.0,MORTGAGE
5673,system administrator,45000.0,RENT
5674,mechanic ,53000.0,RENT
5675,patient services,58000.0,OWN
5676,teacher,120000.0,MORTGAGE
5679,relationship manager,123000.0,MORTGAGE
5680,team manager,106000.0,RENT
5681,cnc programer,70000.0,RENT
5682,corrections officer,51000.0,RENT
5683,principal,80000.0,RENT
5685,sales consultant,63000.0,MORTGAGE
5686,sr business analyst,82200.0,RENT
5687,president,49920.0,MORTGAGE
5688,program leader,18000.0,RENT
5689,registered nurse ,112000.0,MORTGAGE
5690,senior donor relations officer,70000.0,RENT
5691,office manager,50000.0,RENT
5692,office manager,51800.0,MORTGAGE
5693,sr accountant,77000.0,RENT
5694,bartender,85000.0,RENT
5695,supervisor,58000.0,MORTGAGE
5696,communications associate,48000.0,RENT
5697,teacher,50622.0,MORTGAGE
5699,warehouse,31200.0,OWN
5700,clerk,13500.0,MORTGAGE
5701,respiratory therapist ,75000.0,RENT
5702,grocery clerk,43000.0,RENT
5703,owner,100000.0,MORTGAGE
5704,senior erp consultant,159000.0,MORTGAGE
5705,senior engineer,103960.0,MORTGAGE
5706,wealth mgmnt associate,67000.0,RENT
5707,sales manager,70000.0,RENT
5708,resource officer,30000.0,RENT
5709,director of donor society clubs,107000.0,OWN
5710,security guard,38000.0,MORTGAGE
5711,driver,70000.0,MORTGAGE
5713,teacher,105000.0,RENT
5714,fulfillment manager,75000.0,RENT
5715,interior designer,75000.0,RENT
5716,office manager,37447.0,MORTGAGE
5717,manager is - tier 1 nursing and pharmacy,103000.0,MORTGAGE
5718,staff,30000.0,RENT
5719,cfo,340000.0,RENT
5720,inside sales representative,42000.0,MORTGAGE
5721,pastor,80000.0,RENT
5722,sr computer operator,73000.0,RENT
5723,registered cardiovascular technologist,87000.0,MORTGAGE
5725,truck driver,65000.0,RENT
5726,register nurse manager,120000.0,OWN
5727,svp of commercial operations,245000.0,MORTGAGE
5728,lieutenant sheriff dept,65000.0,MORTGAGE
5729,college advisor ,56000.0,MORTGAGE
5730,master trainer,140000.0,RENT
5732,saw operator,50000.0,MORTGAGE
5733,vet tech,40000.0,RENT
5734,field service technician,59000.0,MORTGAGE
5735,supervisor,70000.0,RENT
5736,sales,110000.0,MORTGAGE
5737,relationship specialist ,50000.0,RENT
5738,operations manager,75000.0,MORTGAGE
5739,driver ,55000.0,MORTGAGE
5740,painter 2,58000.0,MORTGAGE
5741,correctional officer,80000.0,RENT
5742,program director,88000.0,OWN
5744,resident physician ,54750.0,RENT
5745,investigator,64000.0,RENT
5747,social worker,50000.0,OWN
5748,mechanic truck driver,48000.0,OWN
5749,maintenance ,38000.0,RENT
5750,maintenance,75000.0,MORTGAGE
5753,systems administrator,40000.0,MORTGAGE
5754,supervising engineering technician,100000.0,MORTGAGE
5755,realtor,233000.0,MORTGAGE
5756,general manger,95000.0,MORTGAGE
5757,csr dispatcger,20000.0,RENT
5758,dispatcher,89000.0,RENT
5760,cabinet builder ,110000.0,MORTGAGE
5761,emergency truck driver,200000.0,MORTGAGE
5762,fireman,64000.0,MORTGAGE
5763,team lead production,80500.0,RENT
5764,senior principle associate,130000.0,MORTGAGE
5765,assembly ,47000.0,MORTGAGE
5766,senior product manager,130000.0,RENT
5767,grounds crew,31000.0,RENT
5768,server,50000.0,RENT
5769,peersuport concelor,37000.0,OWN
5770,rn supervisor,61000.0,OWN
5771,nutrition services,32900.0,RENT
5772,project manager,92000.0,MORTGAGE
5773,mri technologist,120000.0,MORTGAGE
5774,tax law specialist ,116000.0,MORTGAGE
5775,teacher,92000.0,RENT
5776,svp,167000.0,OWN
5777,mechanic,67400.0,MORTGAGE
5778,asst mgr,31000.0,MORTGAGE
5779,transportation manage,50000.0,MORTGAGE
5780,snr fin svcs rep,75000.0,RENT
5781,registered nurse,54000.0,MORTGAGE
5782,rn,115000.0,RENT
5783,driver,45000.0,RENT
5784,speech-language pathologist,79312.0,RENT
5785,supervisor,155000.0,MORTGAGE
5786,credit analyst,126000.0,RENT
5787,shift supervisor,23000.0,OWN
5788,assistant general manager,65000.0,RENT
5789,program integrity auditor ,66900.0,MORTGAGE
5790,medical billing manager,72000.0,MORTGAGE
5791,counselor ,50000.0,MORTGAGE
5792,doctor of audiology,137000.0,RENT
5794,pizza cook,30000.0,RENT
5796,business analyst,62000.0,RENT
5797,nurse practitioner ,160000.0,MORTGAGE
5799,shipfitter,60000.0,RENT
5800,real estate agent,93000.0,MORTGAGE
5801,sr architect - technology,120000.0,MORTGAGE
5802,lpn,58000.0,RENT
5803,carpenter,65000.0,RENT
5804,project assistant,28000.0,RENT
5805,operations manager,111000.0,MORTGAGE
5806,controller,70000.0,RENT
5807,owner,57500.0,RENT
5808,principal consultant,133500.0,OWN
5809,teacher ,40000.0,RENT
5810,supervisor,143000.0,MORTGAGE
5811,asset protection,32000.0,MORTGAGE
5812,office operations manager ,45000.0,RENT
5813,inventory control,35000.0,RENT
5814,owner,72000.0,RENT
5815,closer,58000.0,RENT
5816,driver,80000.0,MORTGAGE
5817,supervisor ,155000.0,MORTGAGE
5818,dept of rehabilitation,50000.0,MORTGAGE
5819,cdl truck driver,38000.0,RENT
5820,design engineer,110000.0,MORTGAGE
5821,data analyst ii,81000.0,RENT
5822,solutions architect,128000.0,MORTGAGE
5823,president & ceo,197280.0,OWN
5824,driver,35000.0,MORTGAGE
5825,owner operator ,142500.0,MORTGAGE
5826,care giver,34000.0,RENT
5827,frontend manager ,60000.0,RENT
5828,teacher,55000.0,RENT
5829,nanny,30000.0,RENT
5830,warehouse associate,23920.0,OWN
5831,job manager,72000.0,MORTGAGE
5832,correction  officer,45000.0,MORTGAGE
5833,maintenance superviser,80000.0,MORTGAGE
5834,construction worker,80000.0,MORTGAGE
5835,president,51921.0,RENT
5836,chief technology officer,140000.0,MORTGAGE
5837,assistant bakery manager,45000.0,RENT
5838,superintendent ,100000.0,MORTGAGE
5839,rn in surgery,60000.0,OWN
5840,regional manager,250000.0,MORTGAGE
5841,"sales,painter, assembly",42000.0,RENT
5842,legal assistant,47000.0,RENT
5843,dispatcher,32000.0,RENT
5844,manager,92000.0,RENT
5845,customer advocate,85000.0,OWN
5846,maintence,240000.0,MORTGAGE
5847,rn case manager,130000.0,MORTGAGE
5848,corrections officer,84000.0,RENT
5849,sales consultant,60000.0,RENT
5850,sales manager,59500.0,MORTGAGE
5851,vice president customer operations,175900.0,MORTGAGE
5853,lending officer,50000.0,MORTGAGE
5854,information processing technician ,45000.0,MORTGAGE
5855,managing director,300000.0,OWN
5856,pharmacy tech,45000.0,OWN
5857,tool and die maker,98000.0,MORTGAGE
5858,senior mapping tech,50000.0,MORTGAGE
5860,firefighter,86000.0,MORTGAGE
5861,bus driver,38000.0,OWN
5863,business consultant,95634.0,OWN
5865,personal trainer,60000.0,OWN
5866,locksmith,28000.0,MORTGAGE
5867,financial service representative,35000.0,RENT
5868,tax paralegal,90000.0,OWN
5869,accounts payable specialist,45000.0,RENT
5870,consultant,65000.0,RENT
5871,pipefitter superintendent,142000.0,MORTGAGE
5872,field service representatives,65000.0,RENT
5873,vice president/director of sales,140000.0,MORTGAGE
5874,administrative assistant ,50066.0,RENT
5875,sales,50000.0,MORTGAGE
5876,admin asst,38600.0,RENT
5877,accountant,71000.0,OWN
5878,office manager,126000.0,MORTGAGE
5880,teacher,42000.0,MORTGAGE
5881,program coordinator,65000.0,RENT
5882,consumer advocate,52000.0,MORTGAGE
5883,attorney,95000.0,MORTGAGE
5884,direct support professional  ,30000.0,RENT
5885,personal banker,50000.0,MORTGAGE
5886,sr it project manager ,168500.0,MORTGAGE
5887,executive assistant,170000.0,MORTGAGE
5888,certified veterinary technician ,21000.0,MORTGAGE
5889,senior csr,38500.0,RENT
5890,cdi specialist,60000.0,RENT
5891,conductor,85000.0,MORTGAGE
5892,sr web developer,122000.0,RENT
5893,agriculture specialist,115000.0,OWN
5894,controller,110000.0,MORTGAGE
5895,well teck,50000.0,MORTGAGE
5896,quality control & compliance,41500.0,RENT
5897,attorney,180000.0,MORTGAGE
5898,program analyst,110000.0,MORTGAGE
5899,clerk,34840.0,RENT
5900,traffic manager,63000.0,OWN
5901,supervisor ,105000.0,MORTGAGE
5902,production manufacturing ,80000.0,RENT
5903,principal engineer,230000.0,MORTGAGE
5904,it senior analyst,45000.0,RENT
5905,manager,48000.0,OWN
5906,doorman ,60000.0,RENT
5907,medical assistant,94000.0,MORTGAGE
5908,battalion chief ,140000.0,MORTGAGE
5909,nurse manager,120000.0,MORTGAGE
5910,manager,235000.0,RENT
5911,supervisor,33000.0,OWN
5912,strategy relationship manager ,135000.0,MORTGAGE
5913,massage therapist,45000.0,RENT
5914,senior support representative,85000.0,MORTGAGE
5916,guidance counselor,100000.0,OWN
5917,chief financial officer,72000.0,RENT
5918,store manager ,75000.0,RENT
5919,accountant,46400.0,RENT
5921,administrative support specialist ,35000.0,RENT
5922,inside sales representative,52500.0,MORTGAGE
5923,estimator,123000.0,MORTGAGE
5924,environmental serviceassociate,22362.75,MORTGAGE
5925,sales,69000.0,MORTGAGE
5927,project manager,140000.0,MORTGAGE
5928,system administrator,66000.0,RENT
5929,paraeducator ,21000.0,MORTGAGE
5930,referral specialist,42240.0,OWN
5931,underwriter,62000.0,RENT
5932,account representative,75000.0,MORTGAGE
5933,marketing manager,65000.0,MORTGAGE
5935,clinical representative iii ,35000.0,RENT
5936,attorney,140000.0,OWN
5938,imaging services assistant ,34000.0,RENT
5939,customer service manger,38000.0,MORTGAGE
5940,operatot,230000.0,MORTGAGE
5941,service director ,88000.0,OWN
5942,customer service,36000.0,OWN
5943,agent,30000.0,MORTGAGE
5944,security officer,27000.0,RENT
5945,deli team leader/manager,50000.0,RENT
5946,paralegal,65700.0,MORTGAGE
5948,construction manager,75000.0,MORTGAGE
5949,manager,56000.0,MORTGAGE
5950,quality engineer,97000.0,MORTGAGE
5951,student success coach,26551.0,RENT
5952,patient service,80000.0,MORTGAGE
5953,parts person ,39000.0,RENT
5954,senior maintenance tech,48000.0,MORTGAGE
5955,director ,114000.0,RENT
5957,manager,75000.0,MORTGAGE
5958,loan officer,198999.0,OWN
5959,adjunct faculty,65895.0,RENT
5960,accounting,60000.0,MORTGAGE
5961,supervisor,44500.0,OWN
5962,manager/hr,51000.0,MORTGAGE
5963,accounting shared services coordinator,155000.0,OWN
5964,consultant ,120000.0,RENT
5965,facility manager,92000.0,RENT
5967,office manager/accountant,35000.0,RENT
5968,business anaylst,56000.0,MORTGAGE
5969,busdriver,55000.0,MORTGAGE
5970,secreatary ,54200.0,RENT
5971,technical architect,150000.0,MORTGAGE
5972,controller,75000.0,RENT
5974,application manager,355000.0,OWN
5975,it tech ii,110000.0,MORTGAGE
5976,otr driver,100000.0,MORTGAGE
5977,area sales leader,195000.0,RENT
5979,road driver,107000.0,RENT
5980,lieutenant,72000.0,MORTGAGE
5981,operations analysts / server,55000.0,MORTGAGE
5982,mechanic,97000.0,MORTGAGE
5983,territory mamanger,68000.0,RENT
5984,senior project manager,139000.0,MORTGAGE
5985,technition,60000.0,MORTGAGE
5986,ceo team leader,175000.0,MORTGAGE
5987,plant supervisor,42000.0,RENT
5988,packing ,23000.0,RENT
5989,project accountant,46080.0,RENT
5990,corporate client manager,125000.0,RENT
5991,vp operations,81000.0,RENT
5992,auto paint tech,110000.0,MORTGAGE
5993,health unit coordinator,38000.0,MORTGAGE
5994,owner,144000.0,MORTGAGE
5995,auto body technician ,55000.0,MORTGAGE
5996,driver,29120.0,RENT
5997,clinical specialist,150000.0,RENT
5998,district manager,150000.0,MORTGAGE
5999,sales,80000.0,MORTGAGE
6000,associate professor,145000.0,MORTGAGE
6001,administrator,65000.0,RENT
6002,country manager,106000.0,RENT
6003,driver,74000.0,OWN
6004,overnight,29000.0,MORTGAGE
6005,teacher,86000.0,RENT
6006,manager,59300.0,MORTGAGE
6007,rn,71000.0,OWN
6008,project manager ,56000.0,OWN
6009,owner,190000.0,MORTGAGE
6011,quality,74000.0,MORTGAGE
6012,sales,40000.0,MORTGAGE
6013,manager,108000.0,RENT
6014,manager,40000.0,RENT
6015,lpc,75000.0,MORTGAGE
6016,asst mgr bts contract,62400.0,MORTGAGE
6017,special agent,148000.0,MORTGAGE
6018,manager,51072.0,MORTGAGE
6019,designer,60000.0,MORTGAGE
6020,hazardous materials compliance officer,95000.0,MORTGAGE
6021,railroad conductor,79500.0,MORTGAGE
6022,maintenance mechanic,66900.0,MORTGAGE
6024,general manager,165000.0,MORTGAGE
6025,owner,150000.0,RENT
6026,accounting associate,42000.0,RENT
6027,pipewelder,140000.0,MORTGAGE
6028,general manager,50000.0,RENT
6029,business banking specialist ,65000.0,RENT
6030,software developer,65000.0,MORTGAGE
6031,software developer,180000.0,MORTGAGE
6032,admissions coordinator,57000.0,RENT
6033,controller,139000.0,MORTGAGE
6035,owner/operater,49000.0,MORTGAGE
6036,machine operator,44000.0,MORTGAGE
6037,inventory supervisor,72000.0,MORTGAGE
6039,driver,38427.0,RENT
6040,cfo,135000.0,OWN
6041,carpenter ,140000.0,MORTGAGE
6043,administrative assistant,107000.0,OWN
6044,manager ,85000.0,MORTGAGE
6045,transportation operator,35000.0,RENT
6046,assistant district attorney,61766.0,MORTGAGE
6048,driver,94000.0,MORTGAGE
6049,product line manager,195000.0,MORTGAGE
6050,ground worker,31000.0,OWN
6051,department head,37000.0,RENT
6052,warehouse,53000.0,MORTGAGE
6053,financial administrator,99000.0,MORTGAGE
6054,food technician 1,76000.0,MORTGAGE
6055,senior account manager,109000.0,MORTGAGE
6056,sr sys admin,129000.0,MORTGAGE
6057,mortgage closer,63500.0,MORTGAGE
6058,pacs admin,80000.0,MORTGAGE
6061,assistant manager,50000.0,MORTGAGE
6062,crna,254000.0,MORTGAGE
6063,teacher/administrator,135400.0,MORTGAGE
6064,clinic manager,29000.0,MORTGAGE
6065,instructor,45000.0,RENT
6066,property manager ,60000.0,RENT
6067,cnc programmer / operator,72000.0,MORTGAGE
6068,otr driver ,80000.0,RENT
6069,teacher,63000.0,OWN
6071,maintenance ,39910.0,RENT
6072,utility porter ,56000.0,OWN
6074,nurse,57000.0,RENT
6075,forklit operator,57000.0,RENT
6076,lead consulting data analyst,105000.0,RENT
6077,customer service,55000.0,MORTGAGE
6078,property manager,65000.0,MORTGAGE
6079,paraprofessional,39000.0,RENT
6080,director of product development ,185000.0,OWN
6081,interior tech,60000.0,OWN
6082,store manager,43000.0,MORTGAGE
6083,manager,61000.0,RENT
6084,teacher,37000.0,RENT
6085,multimedia producer,81120.0,MORTGAGE
6086,flight attendant ,24000.0,RENT
6087,director of it,140000.0,MORTGAGE
6088,shop manager,80000.0,RENT
6089,clerk,25000.0,OWN
6090,civil engineer ,63695.0,MORTGAGE
6091,principle fellow,300000.0,OWN
6092,care coordinator ,65000.0,MORTGAGE
6093,internal audit contractor,96996.0,MORTGAGE
6094,vp enrollment ,198000.0,RENT
6095,structure analyst,90000.0,RENT
6096,project applications engineer,70000.0,RENT
6097,social worker,74000.0,MORTGAGE
6098,corporal,135000.0,MORTGAGE
6099,heavy equipment operator ,65000.0,OWN
6100,operations coordinator ,32000.0,RENT
6101,nurse consultant,115000.0,MORTGAGE
6102,account executive,90000.0,MORTGAGE
6103,technical writer,85000.0,MORTGAGE
6104,assembler,40000.0,MORTGAGE
6106,customer service engineer,100000.0,OWN
6107,banker,34000.0,OWN
6108,sales ,250000.0,MORTGAGE
6109,treasurer,35000.0,RENT
6111,head of finance,150000.0,MORTGAGE
6112,manager,63024.0,MORTGAGE
6114,it help desk,42563.0,RENT
6115,staff sergeant,55836.0,RENT
6117,chef,50000.0,RENT
6118,rn-supervisor,62000.0,MORTGAGE
6119,classroom assistant,10000.0,RENT
6120,network technician,60000.0,RENT
6121,onsite electrostatic specialist painter,54269.0,MORTGAGE
6122,realtor,150000.0,RENT
6123,bolter,55000.0,RENT
6124,attorney,170000.0,RENT
6125,gate inspector ,36000.0,RENT
6126,landscape designer/arborist,65000.0,RENT
6127,social worker,30000.0,RENT
6129,branch service manager,35000.0,MORTGAGE
6130,owner ,45000.0,MORTGAGE
6131,assistant prosecutor,140000.0,MORTGAGE
6132,chemist,59000.0,OWN
6133,server,65000.0,MORTGAGE
6134,bank examiner,83000.0,MORTGAGE
6135,police officer,189000.0,MORTGAGE
6136,senior loan officer,130000.0,MORTGAGE
6137,manager,48500.0,MORTGAGE
6138,surveyor ,47000.0,MORTGAGE
6139,truck drivet,60000.0,RENT
6140,region sales manager ,117000.0,RENT
6141,supervisor ,15000.0,RENT
6143,accounts payable specialist,72800.0,OWN
6144,marketing specialist,50000.0,MORTGAGE
6145,porter ,40000.0,RENT
6147,assistant dining room manager,62000.0,OWN
6148,accounts receivable,35000.0,MORTGAGE
6149,supervisor,125000.0,MORTGAGE
6150,truck driver,70000.0,RENT
6151,funeral servicd assistant,30000.0,RENT
6152,learning systems analyst,81000.0,RENT
6153,field inspector,37200.0,MORTGAGE
6154,food service leader,30000.0,MORTGAGE
6156,general mechanic g-12,42000.0,OWN
6157,electrical and instrument designer,130000.0,MORTGAGE
6158,manager,140000.0,MORTGAGE
6159,fire alarm inspector ,56000.0,MORTGAGE
6160,business specialist,48000.0,RENT
6161,teacher,50129.0,MORTGAGE
6162,legal,58000.0,MORTGAGE
6163,floor layer,100000.0,MORTGAGE
6164,quality system specialist ii,60000.0,RENT
6165,public utility analyst ii,40059.96,OWN
6167,personal trainer,30000.0,RENT
6168,rehab manager,45000.0,MORTGAGE
6169,closer,60000.0,RENT
6170,senoir vendor support,60000.0,RENT
6171,elevator mechanic,139200.0,RENT
6172,supervisor,62400.0,MORTGAGE
6173,owner-consultant,120000.0,RENT
6174,field supervisor,100000.0,MORTGAGE
6175,patient access rep,30000.0,MORTGAGE
6176,mail handler,75000.0,MORTGAGE
6177,underwriter,84000.0,MORTGAGE
6178,mechanical engineer,105000.0,MORTGAGE
6179,customer service,62000.0,OWN
6180,ct technologist,120000.0,MORTGAGE
6181,teacher,68000.0,MORTGAGE
6183,pastor,48509.0,OWN
6184,director,352250.0,MORTGAGE
6185,operations manager,65000.0,OWN
6186,regular full time carrier,72000.0,MORTGAGE
6187,internal auditor,49500.0,RENT
6188,president,249996.0,MORTGAGE
6189,assistant business administrator ,62000.0,MORTGAGE
6190,technical,180000.0,OWN
6191,bus driver,10000.0,MORTGAGE
6192,print project planner/estimator,65000.0,MORTGAGE
6193,letter carrier,47000.0,MORTGAGE
6194,store manager,54000.0,RENT
6195,section 8 coordinator,60000.0,OWN
6196,teacher,110000.0,MORTGAGE
6197,delivery driver,52000.0,MORTGAGE
6199,title examiner,70000.0,MORTGAGE
6200,school bus driver,58380.0,RENT
6201,director of fitness,75000.0,MORTGAGE
6202,engineer,105000.0,RENT
6203,public utilities specialist ,96821.31,OWN
6204,operations manager ,80000.0,MORTGAGE
6205,addiction specialist,22800.0,OWN
6206,service manager,52000.0,MORTGAGE
6207,property manager ,65000.0,MORTGAGE
6208,department management,55000.0,RENT
6209,crew leader,34560.0,RENT
6210,credit sales manager ,95504.0,RENT
6211,senior business analyst,110000.0,MORTGAGE
6212,business development associate,70000.0,RENT
6213,operator one,100000.0,MORTGAGE
6214,accountant,55000.0,OWN
6216,locker room attendant,42000.0,RENT
6218,project manager,86000.0,MORTGAGE
6219,manager,54000.0,RENT
6220,staff sargent,48000.0,MORTGAGE
6221,sr loan officer,160000.0,MORTGAGE
6222,"supervisor, production",101794.0,OWN
6223,soils laboratory technician,41000.0,RENT
6224,executive ,107000.0,OWN
6225,hr sourcer ,120000.0,MORTGAGE
6226,maritime transportation specialist,100203.0,RENT
6227,its5,105000.0,MORTGAGE
6228,owner,125000.0,MORTGAGE
6229,learning experience facilitator,70000.0,MORTGAGE
6230,service advisor ,48000.0,RENT
6231,driver,50000.0,MORTGAGE
6232,rn,75000.0,MORTGAGE
6233,director of corporate operations,130000.0,MORTGAGE
6234,registered nurse ,85000.0,MORTGAGE
6235,executive,200000.0,MORTGAGE
6236,state trooper,95000.0,RENT
6237,manager,75000.0,MORTGAGE
6238,area manager,140000.0,MORTGAGE
6239,general manager,70000.0,RENT
6241,general manager,65000.0,MORTGAGE
6242,sr software engineer,144000.0,RENT
6243,engineering technician ,95000.0,OWN
6244,quality manager,88000.0,RENT
6245,service manager,65000.0,MORTGAGE
6246,nails tech ,35000.0,MORTGAGE
6247,vac/shift relief warehouse,60000.0,MORTGAGE
6248,finance manager,65000.0,RENT
6249,customer service agent,64000.0,RENT
6250,director,180000.0,MORTGAGE
6251,prep touch up,35568.0,RENT
6252,operation specialist,65000.0,RENT
6253,production operator,55000.0,RENT
6254,director asset management ,150000.0,MORTGAGE
6255,pharmacy technician,42000.0,RENT
6256,home health aide ,50000.0,RENT
6257,engineer,90000.0,RENT
6258,readiness nco,53000.0,MORTGAGE
6259,sr developer,353000.0,MORTGAGE
6260,systems administrator sr,104550.0,RENT
6261,manager,132000.0,MORTGAGE
6262,family support worker,45804.0,OWN
6263,teacher,72000.0,RENT
6265,associate attorney,285000.0,RENT
6266,senior claim examiner,60000.0,RENT
6267,consumer marketing director,100000.0,RENT
6268,rn-icu,75000.0,MORTGAGE
6269,scheduler,55000.0,MORTGAGE
6270,talent,55000.0,RENT
6271,police officer ,63000.0,MORTGAGE
6272,firefighter,42000.0,MORTGAGE
6273,customer service agent,105000.0,MORTGAGE
6275,certified tumor registrar,103000.0,RENT
6276,administrative associate,52505.4,MORTGAGE
6277,bus driver,70000.0,MORTGAGE
6278,president,80000.0,MORTGAGE
6279,mail handler,65000.0,OWN
6280,devops engineer,100000.0,RENT
6281,software sales,325000.0,MORTGAGE
6282,front office coordinator,72000.0,RENT
6283,carpenter,46000.0,RENT
6284,driver,120000.0,OWN
6285,human resource business partner,70000.0,MORTGAGE
6287,maintenance ,35000.0,RENT
6288,maintenance,50000.0,MORTGAGE
6289,corporate sales,85000.0,RENT
6290,youth specialist,32000.0,MORTGAGE
6291,sprinkler foreman,60000.0,RENT
6292,intern,58000.0,MORTGAGE
6293,operation engineer ,64000.0,MORTGAGE
6294,teacher,96000.0,MORTGAGE
6295,software engineer,65000.0,RENT
6296,owner,50000.0,OWN
6297,welder,40000.0,MORTGAGE
6298,owner,150000.0,MORTGAGE
6299,realtor - independent contractor,75000.0,OWN
6300,operation ,115000.0,MORTGAGE
6301,supervisor,55000.0,RENT
6302,mgr it application,148650.0,MORTGAGE
6303,sales,100000.0,MORTGAGE
6304,manager,300000.0,OWN
6305,information assurance ,115000.0,MORTGAGE
6306,cdl truck driver,80000.0,MORTGAGE
6307,truck driver,39000.0,OWN
6308,designer,60000.0,RENT
6309,sr java analyst programmer,124000.0,MORTGAGE
6310,des support operations,40000.0,MORTGAGE
6311,property manager ,76000.0,RENT
6312,market leader,70000.0,RENT
6313,contractor ,60000.0,RENT
6314,certified nurse aide ,32000.0,RENT
6315,automotive technician ,43000.0,RENT
6316,risk operations ,37000.0,RENT
6317,parts sales,34000.0,OWN
6319,carpenter foreman ,110000.0,RENT
6320,business systems analyst,108000.0,MORTGAGE
6321,principle business solution architect,130000.0,RENT
6322,coding lead,55000.0,MORTGAGE
6323,super intendant,130000.0,MORTGAGE
6324,accounting technician,44000.0,MORTGAGE
6325,manager ,52000.0,RENT
6326,director of property management,115000.0,OWN
6327,meat cutter,25000.0,RENT
6328,casualty rep adjuster,67500.0,RENT
6329,claims specialist,49000.0,OWN
6330,billing supervisor,62000.0,RENT
6331,senior merchandising manager,51000.0,MORTGAGE
6332,finisher,43000.0,MORTGAGE
6333,account manager,56891.0,RENT
6334,financial center operations manager ,70000.0,MORTGAGE
6335,hr specialist,126049.0,MORTGAGE
6336,realtor,180000.0,MORTGAGE
6337,network engineer,80000.0,OWN
6338,community improvement specialty officer,45000.0,MORTGAGE
6339,supervisor/front end,50000.0,RENT
6340,underwriter,90000.0,MORTGAGE
6341,mortgage specialist,65000.0,MORTGAGE
6342,marketing manager,135000.0,RENT
6343,administrative assistant,32000.0,RENT
6344,manager,47840.0,RENT
6345,plant manager ,55000.0,OWN
6346,accounting,65000.0,RENT
6347,360app specialist,37000.0,RENT
6349,network administrator,45000.0,RENT
6351,composite fabricator,86000.0,MORTGAGE
6352,sales/barista,49000.0,RENT
6353,client services ,42000.0,OWN
6354,manager,120000.0,MORTGAGE
6355,sales agent,60000.0,MORTGAGE
6356,owner,110000.0,MORTGAGE
6357,lpta,60000.0,MORTGAGE
6358,sales manager,40000.0,MORTGAGE
6359,deputy sheriff,56446.0,RENT
6360,training store manager,90000.0,MORTGAGE
6361,coordinator,100000.0,RENT
6362,bus driver,52000.0,RENT
6363,electrical design engineer,60000.0,MORTGAGE
6364,mechanic ,52000.0,OWN
6365,client service rep,32500.0,MORTGAGE
6366,cadd,80000.0,MORTGAGE
6368,principal,126000.0,MORTGAGE
6369,host,40000.0,RENT
6371,stylist apprentice ,13200.0,OWN
6373,manager,47600.0,RENT
6374,certified teachers aid,27000.0,RENT
6375,supervisor,80000.0,OWN
6376,vice president of engineering,180000.0,OWN
6377,owner,42733.0,RENT
6379,registered nurse ,100000.0,RENT
6380,service technician,70000.0,MORTGAGE
6381,program analyst,106000.0,MORTGAGE
6382,detective investigator  ,120000.0,OWN
6383,licensed vocational nurse,50000.0,RENT
6384,truck driver,60000.0,MORTGAGE
6385,front office lead,60000.0,OWN
6386,fulfillment associate,39000.0,RENT
6387,manager,75000.0,RENT
6388,construction glazer,39000.0,RENT
6389,haircutter,38000.0,RENT
6390,sales representative ,55000.0,MORTGAGE
6391,loan consultant,195000.0,RENT
6392,operations manager,160000.0,MORTGAGE
6393,funeral director and supervisor,780000.0,RENT
6394,fiduciary trust officer,107000.0,RENT
6396,usda helper,30000.0,RENT
6397,nursing shift supervisor,102000.0,MORTGAGE
6398,paralegal ,159000.0,OWN
